xi;vi;v2i;vi-v2i;E;hi;c1;c2
0.715156;3.70327;3.70327;3.9968e-15;4.26326e-15;0.00015625;144;138
0.715312;3.69882;3.69882;3.55271e-15;3.78956e-15;0.00015625;144;138
0.715469;3.69437;3.69437;3.9968e-15;4.26326e-15;0.00015625;144;138
0.715625;3.68993;3.68993;3.9968e-15;4.26326e-15;0.00015625;144;138
0.715781;3.6855;3.6855;3.55271e-15;3.78956e-15;0.00015625;144;138
0.715937;3.68109;3.68109;3.10862e-15;3.31587e-15;0.00015625;144;138
0.716094;3.67668;3.67668;3.55271e-15;3.78956e-15;0.00015625;144;138
0.71625;3.67229;3.67229;3.55271e-15;3.78956e-15;0.00015625;144;138
0.716406;3.6679;3.6679;3.55271e-15;3.78956e-15;0.00015625;144;138
0.716562;3.66353;3.66353;3.55271e-15;3.78956e-15;0.00015625;144;138
0.716719;3.65917;3.65917;3.10862e-15;3.31587e-15;0.00015625;144;138
0.716875;3.65481;3.65481;3.55271e-15;3.78956e-15;0.00015625;144;138
0.717031;3.65047;3.65047;3.10862e-15;3.31587e-15;0.00015625;144;138
0.717187;3.64614;3.64614;3.10862e-15;3.31587e-15;0.00015625;144;138
0.717344;3.64182;3.64182;3.55271e-15;3.78956e-15;0.00015625;144;138
0.7175;3.63751;3.63751;3.10862e-15;3.31587e-15;0.00015625;144;138
0.717656;3.63321;3.63321;3.55271e-15;3.78956e-15;0.00015625;144;138
0.717812;3.62892;3.62892;2.66454e-15;2.84217e-15;0.00015625;144;138
0.717969;3.62464;3.62464;3.10862e-15;3.31587e-15;0.00015625;144;138
0.718125;3.62038;3.62038;3.55271e-15;3.78956e-15;0.00015625;144;138
0.718281;3.61612;3.61612;2.66454e-15;2.84217e-15;0.00015625;144;138
0.718437;3.61187;3.61187;3.10862e-15;3.31587e-15;0.00015625;144;138
0.718594;3.60763;3.60763;3.10862e-15;3.31587e-15;0.00015625;144;138
0.71875;3.60341;3.60341;3.10862e-15;3.31587e-15;0.00015625;144;138
0.718906;3.59919;3.59919;3.10862e-15;3.31587e-15;0.00015625;144;138
0.719062;3.59498;3.59498;3.10862e-15;3.31587e-15;0.00015625;144;138
0.719219;3.59079;3.59079;2.66454e-15;2.84217e-15;0.00015625;144;138
0.719375;3.5866;3.5866;3.10862e-15;3.31587e-15;0.00015625;144;138
0.719531;3.58243;3.58243;3.10862e-15;3.31587e-15;0.00015625;144;138
0.719687;3.57826;3.57826;3.10862e-15;3.31587e-15;0.00015625;144;138
0.719844;3.57411;3.57411;2.66454e-15;2.84217e-15;0.00015625;144;138
0.72;3.56996;3.56996;2.66454e-15;2.84217e-15;0.00015625;144;138
0.720156;3.56583;3.56583;2.66454e-15;2.84217e-15;0.00015625;144;138
0.720312;3.5617;3.5617;2.66454e-15;2.84217e-15;0.00015625;144;138
0.720469;3.55759;3.55759;3.10862e-15;3.31587e-15;0.00015625;144;138
0.720625;3.55348;3.55348;3.10862e-15;3.31587e-15;0.00015625;144;138
0.720781;3.54939;3.54939;2.66454e-15;2.84217e-15;0.00015625;144;138
0.720937;3.5453;3.5453;2.66454e-15;2.84217e-15;0.00015625;144;138
0.721094;3.54123;3.54123;2.66454e-15;2.84217e-15;0.00015625;144;138
0.72125;3.53716;3.53716;2.66454e-15;2.84217e-15;0.00015625;144;138
0.721406;3.53311;3.53311;2.66454e-15;2.84217e-15;0.00015625;144;138
0.721562;3.52906;3.52906;2.22045e-15;2.36848e-15;0.00015625;144;138
0.721719;3.52502;3.52502;2.66454e-15;2.84217e-15;0.00015625;144;138
0.721875;3.521;3.521;2.66454e-15;2.84217e-15;0.00015625;144;138
0.722031;3.51698;3.51698;2.66454e-15;2.84217e-15;0.00015625;144;138
0.722187;3.51298;3.51298;2.22045e-15;2.36848e-15;0.00015625;144;138
0.722344;3.50898;3.50898;3.10862e-15;3.31587e-15;0.00015625;144;138
0.7225;3.505;3.505;2.66454e-15;2.84217e-15;0.00015625;144;138
0.722656;3.50102;3.50102;2.22045e-15;2.36848e-15;0.00015625;144;138
0.722812;3.49705;3.49705;2.22045e-15;2.36848e-15;0.00015625;144;138
0.722969;3.49309;3.49309;2.22045e-15;2.36848e-15;0.00015625;144;138
0.723125;3.48915;3.48915;2.22045e-15;2.36848e-15;0.00015625;144;138
0.723281;3.48521;3.48521;2.22045e-15;2.36848e-15;0.00015625;144;138
0.723437;3.48128;3.48128;2.66454e-15;2.84217e-15;0.00015625;144;138
0.723594;3.47736;3.47736;2.66454e-15;2.84217e-15;0.00015625;144;138
0.72375;3.47345;3.47345;2.22045e-15;2.36848e-15;0.00015625;144;138
0.723906;3.46955;3.46955;2.22045e-15;2.36848e-15;0.00015625;144;138
0.724062;3.46566;3.46566;2.66454e-15;2.84217e-15;0.00015625;144;138
0.724219;3.46178;3.46178;2.22045e-15;2.36848e-15;0.00015625;144;138
0.724375;3.45791;3.45791;2.66454e-15;2.84217e-15;0.00015625;144;138
0.724531;3.45405;3.45405;2.22045e-15;2.36848e-15;0.00015625;144;138
0.724687;3.4502;3.4502;2.22045e-15;2.36848e-15;0.00015625;144;138
0.724844;3.44635;3.44635;2.66454e-15;2.84217e-15;0.00015625;144;138
0.725;3.44252;3.44252;2.22045e-15;2.36848e-15;0.00015625;144;138
0.725156;3.4387;3.4387;1.77636e-15;1.89478e-15;0.00015625;144;138
0.725312;3.43488;3.43488;2.22045e-15;2.36848e-15;0.00015625;144;138
0.725469;3.43107;3.43107;2.22045e-15;2.36848e-15;0.00015625;144;138
0.725625;3.42728;3.42728;1.77636e-15;1.89478e-15;0.00015625;144;138
0.725781;3.42349;3.42349;1.77636e-15;1.89478e-15;0.00015625;144;138
0.725937;3.41971;3.41971;2.22045e-15;2.36848e-15;0.00015625;144;138
0.726094;3.41594;3.41594;2.22045e-15;2.36848e-15;0.00015625;144;138
0.72625;3.41219;3.41219;2.22045e-15;2.36848e-15;0.00015625;144;138
0.726406;3.40844;3.40844;2.22045e-15;2.36848e-15;0.00015625;144;138
0.726562;3.40469;3.40469;2.22045e-15;2.36848e-15;0.00015625;144;138
0.726719;3.40096;3.40096;2.22045e-15;2.36848e-15;0.00015625;144;138
0.726875;3.39724;3.39724;2.22045e-15;2.36848e-15;0.00015625;144;138
0.727031;3.39353;3.39353;1.77636e-15;1.89478e-15;0.00015625;144;138
0.727187;3.38982;3.38982;2.22045e-15;2.36848e-15;0.00015625;144;138
0.727344;3.38613;3.38613;1.77636e-15;1.89478e-15;0.00015625;144;138
0.7275;3.38244;3.38244;2.22045e-15;2.36848e-15;0.00015625;144;138
0.727656;3.37876;3.37876;1.77636e-15;1.89478e-15;0.00015625;144;138
0.727812;3.37509;3.37509;1.77636e-15;1.89478e-15;0.00015625;144;138
0.727969;3.37143;3.37143;1.77636e-15;1.89478e-15;0.00015625;144;138
0.728125;3.36778;3.36778;1.77636e-15;1.89478e-15;0.00015625;144;138
0.728281;3.36414;3.36414;2.22045e-15;2.36848e-15;0.00015625;144;138
0.728437;3.36051;3.36051;2.22045e-15;2.36848e-15;0.00015625;144;138
0.728594;3.35688;3.35688;2.22045e-15;2.36848e-15;0.00015625;144;138
0.72875;3.35327;3.35327;1.77636e-15;1.89478e-15;0.00015625;144;138
0.728906;3.34966;3.34966;1.77636e-15;1.89478e-15;0.00015625;144;138
0.729062;3.34606;3.34606;2.22045e-15;2.36848e-15;0.00015625;144;138
0.729219;3.34247;3.34247;2.22045e-15;2.36848e-15;0.00015625;144;138
0.729375;3.33889;3.33889;1.77636e-15;1.89478e-15;0.00015625;144;138
0.729531;3.33532;3.33532;1.33227e-15;1.42109e-15;0.00015625;144;138
0.729687;3.33176;3.33176;1.33227e-15;1.42109e-15;0.00015625;144;138
0.729844;3.3282;3.3282;1.77636e-15;1.89478e-15;0.00015625;144;138
0.73;3.32466;3.32466;2.22045e-15;2.36848e-15;0.00015625;144;138
0.730156;3.32112;3.32112;1.77636e-15;1.89478e-15;0.00015625;144;138
0.730312;3.31759;3.31759;1.33227e-15;1.42109e-15;0.00015625;144;138
0.730469;3.31407;3.31407;1.77636e-15;1.89478e-15;0.00015625;144;138
0.730625;3.31056;3.31056;1.77636e-15;1.89478e-15;0.00015625;144;138
0.730781;3.30706;3.30706;1.33227e-15;1.42109e-15;0.00015625;144;138
0.730937;3.30357;3.30357;2.22045e-15;2.36848e-15;0.00015625;144;138
0.731094;3.30008;3.30008;1.77636e-15;1.89478e-15;0.00015625;144;138
0.73125;3.2966;3.2966;1.77636e-15;1.89478e-15;0.00015625;144;138
0.731406;3.29313;3.29313;1.77636e-15;1.89478e-15;0.00015625;144;138
0.731562;3.28967;3.28967;1.33227e-15;1.42109e-15;0.00015625;144;138
0.731719;3.28622;3.28622;1.77636e-15;1.89478e-15;0.00015625;144;138
0.731875;3.28278;3.28278;1.77636e-15;1.89478e-15;0.00015625;144;138
0.732031;3.27934;3.27934;1.77636e-15;1.89478e-15;0.00015625;144;138
0.732187;3.27592;3.27592;1.33227e-15;1.42109e-15;0.00015625;144;138
0.732344;3.2725;3.2725;1.77636e-15;1.89478e-15;0.00015625;144;138
0.7325;3.26909;3.26909;1.33227e-15;1.42109e-15;0.00015625;144;138
0.732656;3.26569;3.26569;1.77636e-15;1.89478e-15;0.00015625;144;138
0.732812;3.26229;3.26229;1.33227e-15;1.42109e-15;0.00015625;144;138
0.732969;3.25891;3.25891;1.33227e-15;1.42109e-15;0.00015625;144;138
0.733125;3.25553;3.25553;1.77636e-15;1.89478e-15;0.00015625;144;138
0.733281;3.25216;3.25216;1.33227e-15;1.42109e-15;0.00015625;144;138
0.733437;3.2488;3.2488;1.33227e-15;1.42109e-15;0.00015625;144;138
0.733594;3.24545;3.24545;1.77636e-15;1.89478e-15;0.00015625;144;138
0.73375;3.24211;3.24211;1.33227e-15;1.42109e-15;0.00015625;144;138
0.733906;3.23877;3.23877;1.33227e-15;1.42109e-15;0.00015625;144;138
0.734062;3.23544;3.23544;1.77636e-15;1.89478e-15;0.00015625;144;138
0.734219;3.23212;3.23212;1.77636e-15;1.89478e-15;0.00015625;144;138
0.734375;3.22881;3.22881;1.33227e-15;1.42109e-15;0.00015625;144;138
0.734531;3.2255;3.2255;8.88178e-16;9.4739e-16;0.00015625;144;138
0.734687;3.22221;3.22221;8.88178e-16;9.4739e-16;0.00015625;144;138
0.734844;3.21892;3.21892;1.77636e-15;1.89478e-15;0.00015625;144;138
0.735;3.21564;3.21564;1.77636e-15;1.89478e-15;0.00015625;144;138
0.735156;3.21237;3.21237;1.33227e-15;1.42109e-15;0.00015625;144;138
0.735312;3.2091;3.2091;1.33227e-15;1.42109e-15;0.00015625;144;138
0.735469;3.20585;3.20585;8.88178e-16;9.4739e-16;0.00015625;144;138
0.735625;3.2026;3.2026;1.33227e-15;1.42109e-15;0.00015625;144;138
0.735781;3.19936;3.19936;1.33227e-15;1.42109e-15;0.00015625;144;138
0.735937;3.19613;3.19613;1.33227e-15;1.42109e-15;0.00015625;144;138
0.736094;3.1929;3.1929;1.33227e-15;1.42109e-15;0.00015625;144;138
0.73625;3.18969;3.18969;1.33227e-15;1.42109e-15;0.00015625;144;138
0.736406;3.18648;3.18648;8.88178e-16;9.4739e-16;0.00015625;144;138
0.736562;3.18327;3.18327;1.77636e-15;1.89478e-15;0.00015625;144;138
0.736719;3.18008;3.18008;8.88178e-16;9.4739e-16;0.00015625;144;138
0.736875;3.17689;3.17689;1.33227e-15;1.42109e-15;0.00015625;144;138
0.737031;3.17372;3.17372;1.33227e-15;1.42109e-15;0.00015625;144;138
0.737187;3.17055;3.17055;8.88178e-16;9.4739e-16;0.00015625;144;138
0.737344;3.16738;3.16738;1.33227e-15;1.42109e-15;0.00015625;144;138
0.7375;3.16423;3.16423;8.88178e-16;9.4739e-16;0.00015625;144;138
0.737656;3.16108;3.16108;1.33227e-15;1.42109e-15;0.00015625;144;138
0.737812;3.15794;3.15794;1.33227e-15;1.42109e-15;0.00015625;144;138
0.737969;3.15481;3.15481;1.33227e-15;1.42109e-15;0.00015625;144;138
0.738125;3.15168;3.15168;1.33227e-15;1.42109e-15;0.00015625;144;138
0.738281;3.14857;3.14857;8.88178e-16;9.4739e-16;0.00015625;144;138
0.738437;3.14546;3.14546;8.88178e-16;9.4739e-16;0.00015625;144;138
0.738594;3.14235;3.14235;8.88178e-16;9.4739e-16;0.00015625;144;138
0.73875;3.13926;3.13926;8.88178e-16;9.4739e-16;0.00015625;144;138
0.738906;3.13617;3.13617;1.33227e-15;1.42109e-15;0.00015625;144;138
0.739062;3.13309;3.13309;8.88178e-16;9.4739e-16;0.00015625;144;138
0.739219;3.13002;3.13002;1.33227e-15;1.42109e-15;0.00015625;144;138
0.739375;3.12695;3.12695;1.33227e-15;1.42109e-15;0.00015625;144;138
0.739531;3.1239;3.1239;8.88178e-16;9.4739e-16;0.00015625;144;138
0.739687;3.12085;3.12085;8.88178e-16;9.4739e-16;0.00015625;144;138
0.739844;3.1178;3.1178;1.33227e-15;1.42109e-15;0.00015625;144;138
0.74;3.11477;3.11477;8.88178e-16;9.4739e-16;0.00015625;144;138
0.740156;3.11174;3.11174;8.88178e-16;9.4739e-16;0.00015625;144;138
0.740312;3.10872;3.10872;1.33227e-15;1.42109e-15;0.00015625;144;138
0.740469;3.10571;3.10571;1.33227e-15;1.42109e-15;0.00015625;144;138
0.740625;3.1027;3.1027;8.88178e-16;9.4739e-16;0.00015625;144;138
0.740781;3.0997;3.0997;8.88178e-16;9.4739e-16;0.00015625;144;138
0.740937;3.09671;3.09671;8.88178e-16;9.4739e-16;0.00015625;144;138
0.741094;3.09372;3.09372;8.88178e-16;9.4739e-16;0.00015625;144;138
0.74125;3.09075;3.09075;8.88178e-16;9.4739e-16;0.00015625;144;138
0.741406;3.08778;3.08778;1.33227e-15;1.42109e-15;0.00015625;144;138
0.741562;3.08481;3.08481;1.33227e-15;1.42109e-15;0.00015625;144;138
0.741719;3.08186;3.08186;4.44089e-16;4.73695e-16;0.00015625;144;139
0.741875;3.07891;3.07891;8.88178e-16;9.4739e-16;0.00015625;145;139
0.742031;3.07596;3.07596;8.88178e-16;9.4739e-16;0.00015625;145;139
0.742187;3.07303;3.07303;8.88178e-16;9.4739e-16;0.00015625;145;139
0.742344;3.0701;3.0701;8.88178e-16;9.4739e-16;0.00015625;145;139
0.7425;3.06718;3.06718;8.88178e-16;9.4739e-16;0.00015625;145;139
0.742656;3.06427;3.06427;8.88178e-16;9.4739e-16;0.00015625;145;139
0.742812;3.06136;3.06136;8.88178e-16;9.4739e-16;0.00015625;145;139
0.742969;3.05846;3.05846;8.88178e-16;9.4739e-16;0.00015625;145;139
0.743125;3.05557;3.05557;8.88178e-16;9.4739e-16;0.00015625;145;139
0.743281;3.05268;3.05268;8.88178e-16;9.4739e-16;0.00015625;145;139
0.743437;3.0498;3.0498;8.88178e-16;9.4739e-16;0.00015625;145;139
0.743594;3.04693;3.04693;8.88178e-16;9.4739e-16;0.00015625;145;139
0.74375;3.04407;3.04407;4.44089e-16;4.73695e-16;0.00015625;145;140
0.743906;3.04121;3.04121;8.88178e-16;9.4739e-16;0.00015625;146;140
0.744062;3.03836;3.03836;8.88178e-16;9.4739e-16;0.00015625;146;140
0.744219;3.03551;3.03551;8.88178e-16;9.4739e-16;0.00015625;146;140
0.744375;3.03267;3.03267;8.88178e-16;9.4739e-16;0.00015625;146;140
0.744531;3.02984;3.02984;8.88178e-16;9.4739e-16;0.00015625;146;140
0.744687;3.02702;3.02702;8.88178e-16;9.4739e-16;0.00015625;146;140
0.744844;3.0242;3.0242;4.44089e-16;4.73695e-16;0.00015625;146;141
0.745;3.02139;3.02139;8.88178e-16;9.4739e-16;0.00015625;147;141
0.745156;3.01859;3.01859;4.44089e-16;4.73695e-16;0.00015625;147;142
0.745312;3.01579;3.01579;8.88178e-16;9.4739e-16;0.00015625;148;142
0.745469;3.013;3.013;8.88178e-16;9.4739e-16;0.00015625;148;142
0.745625;3.01022;3.01022;8.88178e-16;9.4739e-16;0.00015625;148;142
0.745781;3.00744;3.00744;8.88178e-16;9.4739e-16;0.00015625;148;142
0.745937;3.00467;3.00467;8.88178e-16;9.4739e-16;0.00015625;148;142
0.746094;3.0019;3.0019;8.88178e-16;9.4739e-16;0.00015625;148;142
0.74625;2.99915;2.99915;8.88178e-16;9.4739e-16;0.00015625;148;142
0.746406;2.9964;2.9964;8.88178e-16;9.4739e-16;0.00015625;148;142
0.746562;2.99365;2.99365;4.44089e-16;4.73695e-16;0.00015625;148;143
0.746719;2.99091;2.99091;8.88178e-16;9.4739e-16;0.00015625;149;143
0.746875;2.98818;2.98818;8.88178e-16;9.4739e-16;0.00015625;149;143
0.747031;2.98546;2.98546;8.88178e-16;9.4739e-16;0.00015625;149;143
0.747187;2.98274;2.98274;8.88178e-16;9.4739e-16;0.00015625;149;143
0.747344;2.98003;2.98003;4.44089e-16;4.73695e-16;0.00015625;149;144
0.7475;2.97732;2.97732;4.44089e-16;4.73695e-16;0.00015625;150;145
0.747656;2.97463;2.97463;4.44089e-16;4.73695e-16;0.00015625;151;146
0.747812;2.97193;2.97193;8.88178e-16;9.4739e-16;0.00015625;152;146
0.747969;2.96925;2.96925;8.88178e-16;9.4739e-16;0.00015625;152;146
0.748125;2.96657;2.96657;4.44089e-16;4.73695e-16;0.00015625;152;147
0.748281;2.9639;2.9639;8.88178e-16;9.4739e-16;0.00015625;153;147
0.748437;2.96123;2.96123;8.88178e-16;9.4739e-16;0.00015625;153;147
0.748594;2.95857;2.95857;8.88178e-16;9.4739e-16;0.00015625;153;147
0.74875;2.95592;2.95592;4.44089e-16;4.73695e-16;0.00015625;153;148
0.748906;2.95327;2.95327;4.44089e-16;4.73695e-16;0.00015625;154;149
0.749062;2.95063;2.95063;4.44089e-16;4.73695e-16;0.00015625;155;150
0.749219;2.94799;2.94799;8.88178e-16;9.4739e-16;0.00015625;156;150
0.749375;2.94536;2.94536;4.44089e-16;4.73695e-16;0.00015625;156;151
0.749531;2.94274;2.94274;8.88178e-16;9.4739e-16;0.00015625;157;151
0.749687;2.94013;2.94013;4.44089e-16;4.73695e-16;0.00015625;157;152
0.749844;2.93752;2.93752;4.44089e-16;4.73695e-16;0.00015625;158;153
0.75;2.93491;2.93491;4.44089e-16;4.73695e-16;0.00015625;159;154
0.750156;2.93231;2.93231;4.44089e-16;4.73695e-16;0.00015625;160;155
0.750312;2.92972;2.92972;4.44089e-16;4.73695e-16;0.00015625;161;156
0.750469;2.92714;2.92714;4.44089e-16;4.73695e-16;0.00015625;162;157
0.750625;2.92456;2.92456;4.44089e-16;4.73695e-16;0.00015625;163;158
0.750781;2.92199;2.92199;4.44089e-16;4.73695e-16;0.00015625;164;159
0.750937;2.91942;2.91942;4.44089e-16;4.73695e-16;0.00015625;165;160
0.751094;2.91686;2.91686;4.44089e-16;4.73695e-16;0.00015625;166;161
0.75125;2.9143;2.9143;8.88178e-16;9.4739e-16;0.00015625;167;161
0.751406;2.91176;2.91176;4.44089e-16;4.73695e-16;0.00015625;167;162
0.751562;2.90921;2.90921;8.88178e-16;9.4739e-16;0.00015625;168;162
0.751719;2.90668;2.90668;4.44089e-16;4.73695e-16;0.00015625;168;163
0.751875;2.90415;2.90415;4.44089e-16;4.73695e-16;0.00015625;169;164
0.752031;2.90162;2.90162;8.88178e-16;9.4739e-16;0.00015625;170;164
0.752187;2.8991;2.8991;8.88178e-16;9.4739e-16;0.00015625;170;164
0.752344;2.89659;2.89659;4.44089e-16;4.73695e-16;0.00015625;170;165
0.7525;2.89409;2.89409;4.44089e-16;4.73695e-16;0.00015625;171;166
0.752656;2.89158;2.89158;8.88178e-16;9.4739e-16;0.00015625;172;166
0.752812;2.88909;2.88909;4.44089e-16;4.73695e-16;0.00015625;172;167
0.752969;2.8866;2.8866;4.44089e-16;4.73695e-16;0.00015625;173;168
0.753125;2.88412;2.88412;4.44089e-16;4.73695e-16;0.00015625;174;169
0.753281;2.88164;2.88164;8.88178e-16;9.4739e-16;0.00015625;175;169
0.753437;2.87917;2.87917;8.88178e-16;9.4739e-16;0.00015625;175;169
0.753594;2.87671;2.87671;4.44089e-16;4.73695e-16;0.00015625;175;170
0.75375;2.87425;2.87425;8.88178e-16;9.4739e-16;0.00015625;176;170
0.753906;2.87179;2.87179;4.44089e-16;4.73695e-16;0.00015625;176;171
0.754062;2.86935;2.86935;4.44089e-16;4.73695e-16;0.00015625;177;172
0.754219;2.8669;2.8669;4.44089e-16;4.73695e-16;0.00015625;178;173
0.754375;2.86447;2.86447;0;0;0.00015625;179;174
0.754531;2.86204;2.86204;4.44089e-16;4.73695e-16;0.00015625;180;175
0.754687;2.85961;2.85961;4.44089e-16;4.73695e-16;0.00015625;181;176
0.754844;2.85719;2.85719;4.44089e-16;4.73695e-16;0.00015625;182;177
0.755;2.85478;2.85478;4.44089e-16;4.73695e-16;0.00015625;183;178
0.755312;2.84997;2.84997;1.42109e-14;1.51582e-14;0.0003125;183;178
0.755625;2.84519;2.84519;1.42109e-14;1.51582e-14;0.0003125;183;178
0.755937;2.84042;2.84042;1.37668e-14;1.46845e-14;0.0003125;183;178
0.75625;2.83568;2.83568;1.42109e-14;1.51582e-14;0.0003125;183;178
0.756562;2.83096;2.83096;1.42109e-14;1.51582e-14;0.0003125;183;178
0.756875;2.82627;2.82627;1.33227e-14;1.42109e-14;0.0003125;183;178
0.757187;2.82159;2.82159;1.33227e-14;1.42109e-14;0.0003125;183;178
0.7575;2.81694;2.81694;1.28786e-14;1.37372e-14;0.0003125;183;178
0.757812;2.81231;2.81231;1.28786e-14;1.37372e-14;0.0003125;183;178
0.758125;2.8077;2.8077;1.24345e-14;1.32635e-14;0.0003125;183;178
0.758437;2.80311;2.80311;1.24345e-14;1.32635e-14;0.0003125;183;178
0.75875;2.79855;2.79855;1.19904e-14;1.27898e-14;0.0003125;183;178
0.759062;2.794;2.794;1.19904e-14;1.27898e-14;0.0003125;183;178
0.759375;2.78948;2.78948;1.15463e-14;1.23161e-14;0.0003125;183;178
0.759687;2.78498;2.78498;1.11022e-14;1.18424e-14;0.0003125;183;178
0.76;2.7805;2.7805;1.11022e-14;1.18424e-14;0.0003125;183;178
0.760312;2.77604;2.77604;1.11022e-14;1.18424e-14;0.0003125;183;178
0.760625;2.7716;2.7716;1.11022e-14;1.18424e-14;0.0003125;183;178
0.760937;2.76719;2.76719;1.06581e-14;1.13687e-14;0.0003125;183;178
0.76125;2.76279;2.76279;1.02141e-14;1.0895e-14;0.0003125;183;178
0.761562;2.75842;2.75842;1.02141e-14;1.0895e-14;0.0003125;183;178
0.761875;2.75406;2.75406;1.02141e-14;1.0895e-14;0.0003125;183;178
0.762187;2.74973;2.74973;9.76996e-15;1.04213e-14;0.0003125;183;178
0.7625;2.74541;2.74541;9.32587e-15;9.9476e-15;0.0003125;183;178
0.762812;2.74112;2.74112;9.32587e-15;9.9476e-15;0.0003125;183;178
0.763125;2.73684;2.73684;9.32587e-15;9.9476e-15;0.0003125;183;178
0.763437;2.73259;2.73259;9.32587e-15;9.9476e-15;0.0003125;183;178
0.76375;2.72836;2.72836;8.88178e-15;9.4739e-15;0.0003125;183;178
0.764062;2.72414;2.72414;8.88178e-15;9.4739e-15;0.0003125;183;178
0.764375;2.71995;2.71995;8.88178e-15;9.4739e-15;0.0003125;183;178
0.764687;2.71577;2.71577;8.43769e-15;9.00021e-15;0.0003125;183;178
0.765;2.71162;2.71162;7.99361e-15;8.52651e-15;0.0003125;183;178
0.765312;2.70748;2.70748;7.99361e-15;8.52651e-15;0.0003125;183;178
0.765625;2.70337;2.70337;7.99361e-15;8.52651e-15;0.0003125;183;178
0.765937;2.69927;2.69927;7.54952e-15;8.05282e-15;0.0003125;183;178
0.76625;2.69519;2.69519;7.99361e-15;8.52651e-15;0.0003125;183;178
0.766562;2.69113;2.69113;7.54952e-15;8.05282e-15;0.0003125;183;178
0.766875;2.68709;2.68709;7.54952e-15;8.05282e-15;0.0003125;183;178
0.767187;2.68307;2.68307;7.10543e-15;7.57912e-15;0.0003125;183;178
0.7675;2.67907;2.67907;7.54952e-15;8.05282e-15;0.0003125;183;178
0.767812;2.67509;2.67509;7.10543e-15;7.57912e-15;0.0003125;183;178
0.768125;2.67112;2.67112;6.66134e-15;7.10543e-15;0.0003125;183;178
0.768437;2.66718;2.66718;7.10543e-15;7.57912e-15;0.0003125;183;178
0.76875;2.66325;2.66325;6.66134e-15;7.10543e-15;0.0003125;183;178
0.769062;2.65934;2.65934;6.66134e-15;7.10543e-15;0.0003125;183;178
0.769375;2.65545;2.65545;6.21725e-15;6.63173e-15;0.0003125;183;178
0.769687;2.65158;2.65158;6.66134e-15;7.10543e-15;0.0003125;183;178
0.77;2.64772;2.64772;5.77316e-15;6.15804e-15;0.0003125;183;178
0.770312;2.64389;2.64389;5.77316e-15;6.15804e-15;0.0003125;183;178
0.770625;2.64007;2.64007;5.32907e-15;5.68434e-15;0.0003125;183;178
0.770937;2.63627;2.63627;5.77316e-15;6.15804e-15;0.0003125;183;178
0.77125;2.63248;2.63248;5.77316e-15;6.15804e-15;0.0003125;183;178
0.771562;2.62872;2.62872;5.32907e-15;5.68434e-15;0.0003125;183;178
0.771875;2.62497;2.62497;5.32907e-15;5.68434e-15;0.0003125;183;178
0.772187;2.62124;2.62124;5.32907e-15;5.68434e-15;0.0003125;183;178
0.7725;2.61753;2.61753;5.32907e-15;5.68434e-15;0.0003125;183;178
0.772812;2.61383;2.61383;4.88498e-15;5.21065e-15;0.0003125;183;178
0.773125;2.61016;2.61016;4.88498e-15;5.21065e-15;0.0003125;183;178
0.773437;2.60649;2.60649;4.88498e-15;5.21065e-15;0.0003125;183;178
0.77375;2.60285;2.60285;4.44089e-15;4.73695e-15;0.0003125;183;178
0.774062;2.59922;2.59922;4.44089e-15;4.73695e-15;0.0003125;183;178
0.774375;2.59561;2.59561;4.44089e-15;4.73695e-15;0.0003125;183;178
0.774687;2.59202;2.59202;4.44089e-15;4.73695e-15;0.0003125;183;178
0.775;2.58845;2.58845;3.9968e-15;4.26326e-15;0.0003125;183;178
0.775312;2.58489;2.58489;3.9968e-15;4.26326e-15;0.0003125;183;178
0.775625;2.58134;2.58134;3.9968e-15;4.26326e-15;0.0003125;183;178
0.775937;2.57782;2.57782;3.9968e-15;4.26326e-15;0.0003125;183;178
0.77625;2.57431;2.57431;3.9968e-15;4.26326e-15;0.0003125;183;178
0.776562;2.57081;2.57081;3.9968e-15;4.26326e-15;0.0003125;183;178
0.776875;2.56734;2.56734;3.9968e-15;4.26326e-15;0.0003125;183;178
0.777187;2.56388;2.56388;3.9968e-15;4.26326e-15;0.0003125;183;178
0.7775;2.56043;2.56043;3.55271e-15;3.78956e-15;0.0003125;183;178
0.777812;2.557;2.557;3.55271e-15;3.78956e-15;0.0003125;183;178
0.778125;2.55359;2.55359;3.55271e-15;3.78956e-15;0.0003125;183;178
0.778437;2.5502;2.5502;3.10862e-15;3.31587e-15;0.0003125;183;178
0.77875;2.54682;2.54682;3.55271e-15;3.78956e-15;0.0003125;183;178
0.779062;2.54345;2.54345;3.10862e-15;3.31587e-15;0.0003125;183;178
0.779375;2.5401;2.5401;3.10862e-15;3.31587e-15;0.0003125;183;178
0.779687;2.53677;2.53677;3.10862e-15;3.31587e-15;0.0003125;183;178
0.78;2.53345;2.53345;3.10862e-15;3.31587e-15;0.0003125;183;178
0.780312;2.53015;2.53015;2.66454e-15;2.84217e-15;0.0003125;183;178
0.780625;2.52686;2.52686;2.66454e-15;2.84217e-15;0.0003125;183;178
0.780937;2.52359;2.52359;2.66454e-15;2.84217e-15;0.0003125;183;178
0.78125;2.52034;2.52034;2.22045e-15;2.36848e-15;0.0003125;183;178
0.781562;2.5171;2.5171;2.22045e-15;2.36848e-15;0.0003125;183;178
